sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
17396,Madhya Pradesh,Improvement of electricity distribution infrastructure,WS/MP356/2026-2027/259418,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,2026-06-15,Executive Eng MPEB Mandsaur,Payment Success,98752,98752.0
17397,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP644/2025-2026/249417,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,2026-01-07,GP KANDAILA JP GANGEO,Payment Success,1000000,1000000.0
17398,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP644/2025-2026/246250,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,2025-12-31,GP SEMARIYA JP REWA,Payment Success,1000000,1000000.0
17399,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP644/2025-2026/249961,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,2026-01-07,GP DEEH JP TEONTHAR,Payment Success,500000,500000.0
17400,Rajasthan,Construction of footpaths and pedestrian ways,WS/MP18166/2025-2026/192181,JALORE(DISTRICT COLLECTOR JALORE_IDA),LUMBARAM,JALORE,2025-12-27,RAKESH SINGH,Payment Success,4200,4200.0
17401,Rajasthan,Construction of footpaths and pedestrian ways,WS/MP18166/2025-2026/192184,JALORE(DISTRICT COLLECTOR JALORE_IDA),LUMBARAM,JALORE,2025-12-27,RAKESH SINGH,Payment Success,4200,4200.0
17402,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,khadija,Payment Success,3705,3705.0
17403,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,sharukh,Payment Success,3705,3705.0
17404,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,Gaytari,Payment Success,3705,3705.0
17405,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,BADRI,Payment Success,3705,3705.0
17406,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,HEMA,Payment Success,3705,3705.0
17407,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,SUNDA,Payment Success,3705,3705.0
17408,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,YUNUS,Payment Success,3705,3705.0
17409,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,ANWAR,Payment Success,3705,3705.0
17410,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,SADIK,Payment Success,3705,3705.0
17411,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,ARIF,Payment Success,3705,3705.0
17412,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,MUBARIK,Payment Success,10400,10400.0
17413,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,LALI,Payment Success,3705,3705.0
17414,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,Ramkuwar,Payment Success,2280,2280.0
17415,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,DILSAD,Payment Success,10400,10400.0
17416,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186587,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-01-14,SOKAT,Payment Success,3705,3705.0
17417,Rajasthan,Construction of additional rooms and halls in the existing public and community building,WS/MP728/2025-2026/214861,CHURU(DISTRICT COLLECTOR CHURU_IDA),Rahul Kaswan,CHURU,2026-02-25,KISHAN BOLCK COMPANY,Payment Success,883049,883049.0
17418,Rajasthan,Construction of public libraries and reading rooms,WS/MP18159/2024-2025/154581,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,2025-12-30,AHSHAN CONSTRUCTION AND SUPPLIERS,Payment Success,513446,513446.0
17419,Haryana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP329/2025-2026/240724,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,2025-12-31,Pilania Construction,Payment Success,329361,329361.0
17420,Odisha,Street lights,WS/MP18149/2025-2026/184393,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17421,Odisha,Street lights,WS/MP18149/2025-2026/184394,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17422,Odisha,Street lights,WS/MP18149/2025-2026/184395,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17423,Odisha,Street lights,WS/MP18149/2025-2026/184396,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17424,Odisha,Street lights,WS/MP18149/2025-2026/184398,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17425,Odisha,Street lights,WS/MP18149/2025-2026/184399,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17426,Odisha,Street lights,WS/MP18149/2025-2026/184400,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17427,Odisha,Street lights,WS/MP18149/2025-2026/184401,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17428,Odisha,Street lights,WS/MP18149/2025-2026/184402,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17429,Odisha,Street lights,WS/MP18149/2025-2026/184403,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17430,Odisha,Street lights,WS/MP18149/2025-2026/184404,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17431,Odisha,Street lights,WS/MP18149/2025-2026/184405,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17432,Odisha,Street lights,WS/MP18149/2025-2026/184406,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17433,Odisha,Street lights,WS/MP18149/2025-2026/184407,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17434,Odisha,Street lights,WS/MP18149/2025-2026/184408,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17435,Odisha,Street lights,WS/MP18149/2025-2026/184409,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17436,Odisha,Street lights,WS/MP18149/2025-2026/184410,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17437,Odisha,Street lights,WS/MP18149/2025-2026/184411,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17438,Odisha,Street lights,WS/MP18149/2025-2026/184412,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17439,Odisha,Street lights,WS/MP18149/2025-2026/184413,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17440,Odisha,Street lights,WS/MP18149/2025-2026/184414,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17441,Odisha,Street lights,WS/MP18149/2025-2026/184415,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17442,Odisha,Street lights,WS/MP18149/2025-2026/184416,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17443,Odisha,Street lights,WS/MP18149/2025-2026/184417,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17444,Odisha,Street lights,WS/MP18149/2025-2026/184418,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17445,Odisha,Street lights,WS/MP18149/2025-2026/184419,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17446,Odisha,Street lights,WS/MP18149/2025-2026/184420,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17447,Odisha,Street lights,WS/MP18149/2025-2026/184421,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17448,Odisha,Street lights,WS/MP18149/2025-2026/184422,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17449,Odisha,Street lights,WS/MP18149/2025-2026/184423,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17450,Odisha,Street lights,WS/MP18149/2025-2026/184424,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17451,Odisha,Street lights,WS/MP18149/2025-2026/184425,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17452,Odisha,Street lights,WS/MP18149/2025-2026/184426,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17453,Odisha,Street lights,WS/MP18149/2025-2026/184427,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17454,Odisha,Street lights,WS/MP18149/2025-2026/184428,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17455,Odisha,Street lights,WS/MP18149/2025-2026/184429,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17456,Odisha,Street lights,WS/MP18149/2025-2026/184430,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17457,Odisha,Street lights,WS/MP18149/2025-2026/184431,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17458,Odisha,Street lights,WS/MP18149/2025-2026/184432,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17459,Odisha,Street lights,WS/MP18149/2025-2026/184433,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17460,Odisha,Street lights,WS/MP18149/2025-2026/184434,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17461,Odisha,Street lights,WS/MP18149/2025-2026/184435,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17462,Odisha,Street lights,WS/MP18149/2025-2026/184436,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17463,Odisha,Street lights,WS/MP18149/2025-2026/184437,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17464,Odisha,Street lights,WS/MP18149/2025-2026/184438,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17465,Odisha,Street lights,WS/MP18149/2025-2026/184439,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17466,Odisha,Street lights,WS/MP18149/2025-2026/184440,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17467,Odisha,Street lights,WS/MP18149/2025-2026/184441,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17468,Odisha,Street lights,WS/MP18149/2025-2026/184442,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-01,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17469,Odisha,Street lights,WS/MP18149/2025-2026/184443,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17470,Odisha,Street lights,WS/MP18149/2025-2026/184444,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17471,Odisha,Street lights,WS/MP18149/2025-2026/184445,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17472,Odisha,Street lights,WS/MP18149/2025-2026/184446,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17473,Odisha,Street lights,WS/MP18149/2025-2026/184447,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-01-02,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17474,Odisha,Street lights,WS/MP18149/2025-2026/184448,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17475,Odisha,Street lights,WS/MP18149/2025-2026/184449,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-30,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17476,Odisha,Street lights,WS/MP18149/2025-2026/184450,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17477,Odisha,Street lights,WS/MP18149/2025-2026/184451,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-31,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17478,Odisha,Street lights,WS/MP18149/2025-2026/184452,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2025-12-29,JOGENDRA KUMAR BARIK,Payment Success,40000,40000.0
17479,Odisha,Construction of public libraries and reading rooms,WS/MP300/2024-2025/157080,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,2026-01-16,Ramakant Rana,Payment Success,293996,293996.0
17480,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237437,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17481,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237438,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17482,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237439,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17483,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237459,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17484,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237460,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17485,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237461,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17486,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237462,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17487,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237463,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17488,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237464,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17489,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237465,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-03-26,ms galaxy agency,Payment Success,300000,300000.0
17490,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237469,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17491,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237470,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17492,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237471,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17493,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237472,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17494,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237473,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17495,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237474,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-02-25,ms galaxy agency,Payment Success,300000,300000.0
17496,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237478,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17497,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237479,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17498,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237480,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17499,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237481,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17500,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237482,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17501,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237483,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17502,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237484,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17503,Rajasthan,Purchase of furniture and fixtures for educational purposes,WS/MP18166/2025-2026/237485,SIROHI(DISTRICT COLLECTOR SIROHI_IDA),LUMBARAM,JALORE,2026-01-27,ms galaxy agency,Payment Success,300000,300000.0
17504,West Bengal,Construction of rooms and halls in school and colleges,WS/MP18245/2025-2026/199153,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),BAG MITALI,ARAMBAG(SC),2025-12-29,SK HOSSAIN ALI,Payment Success,582375,582375.0
17505,Rajasthan,"Providing sports equipment, except consumable items",WS/MP18165/2025-2026/247271,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),MANJU SHARMA,JAIPUR,2026-01-02,ADARSH SPORTS,Payment Success,481010,481010.0
17506,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-01-19,BHARAT BHOOMI,Payment Success,1275,1275.0
17507,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-01-27,HUKMNAMA SAMACHAR,Payment Success,2826,2826.0
17508,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-01-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,1152442,1152442.0
17509,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,265274,265274.0
17510,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,9900,9900.0
17511,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,9975,9975.0
17512,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,9800,9800.0
17513,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,9500,9500.0
17514,Rajasthan,Forest conservation infrastructure,WS/MP719/2025-2026/201523,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,2026-03-27,MS LAXMAN GENA SO RAM RATAN GEN,Payment Success,9700,9700.0
