sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
2477,Normal/Others,WS/MP334/2024-2025/140287-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near banaso mandir in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140287,22000.0
2478,Normal/Others,WS/MP334/2024-2025/140288-Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light near dhawaiya mod in penk.,13-Sep-2024,2024-10-05,22000,Sanction,WS/MP334/2024-2025/140288,22000.0
2479,Normal/Others,WS/MP18391/2024-2025/140289-Construction of public toilets and bathrooms,Nagaland,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of Sanitation facilities,11-Sep-2024,2024-11-27,4500000,Physical Inspection,WS/MP18391/2024-2025/140289,4500000.0
2480,Normal/Others,WS/MP792/2024-2025/140290-Lighting of public spaces,Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Jai Prakash,HARDOI (SC),19 ?? 6?? 170 ?? 200 ??? ???? ????????? ?????,11-Sep-2024,2024-10-09,3959045,Vendor Identification,WS/MP792/2024-2025/140290,3959045.0
2481,Normal/Others,WS/MP18391/2024-2025/140291-Forest conservation infrastructure,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of Jangra Villa Amenities,11-Sep-2024,2024-11-27,800000,Physical Inspection,WS/MP18391/2024-2025/140291,800000.0
2482,Normal/Others,WS/MP792/2024-2025/140292-Lighting of public spaces,Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Jai Prakash,HARDOI (SC),30 ?? 6?? 170 ?? 200 ??? ???? ????????? ?????,11-Sep-2024,2025-03-06,4022832,Vendor Identification,WS/MP792/2024-2025/140292,4022832.0
2483,Normal/Others,WS/MP18391/2024-2025/140293-Providing drains and gutters for public drainage,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of Drainage,11-Sep-2024,2024-11-19,150000,Physical Inspection,WS/MP18391/2024-2025/140293,150000.0
2484,Normal/Others,WS/MP18391/2024-2025/140296-Construction of footpaths and pedestrian ways,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of foot steps,11-Sep-2024,2024-11-19,200000,Physical Inspection,WS/MP18391/2024-2025/140296,200000.0
2485,Normal/Others,WS/MP18391/2024-2025/140297-Construction of footpaths and pedestrian ways,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of foot steps,11-Sep-2024,2024-11-19,150000,Physical Inspection,WS/MP18391/2024-2025/140297,150000.0
2486,Normal/Others,WS/MP18391/2024-2025/140298-Providing drains and gutters for public drainage,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-19,250000,Physical Inspection,WS/MP18391/2024-2025/140298,250000.0
2487,Normal/Others,WS/MP18391/2024-2025/140300-Construction of footpaths and pedestrian ways,Nagaland,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of foot steps,11-Sep-2024,2024-11-08,200000,Physical Inspection,WS/MP18391/2024-2025/140300,200000.0
2488,Normal/Others,WS/MP18391/2024-2025/140301-Providing drains and gutters for public drainage,Nagaland,PEREN(Deputy Commissioner Peren_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-27,150000,Physical Inspection,WS/MP18391/2024-2025/140301,150000.0
2489,Normal/Others,WS/MP18391/2024-2025/140302-Providing drains and gutters for public drainage,Nagaland,PEREN(Deputy Commissioner Peren_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-27,100000,Physical Inspection,WS/MP18391/2024-2025/140302,100000.0
2490,Normal/Others,WS/MP720/2024-2025/140303-Construction of buildings for community cultural activities,Rajasthan,CHITTORGARH(DISTRICT COLLECTOR CHITTORGARH_IDA),Chandra Prakash Joshi,CHITTORGARH,Gav Bandanwara me Tejaji ke Mandira ke Pass Sarvajnika sanskrti Bhavan Nirman Kary,11-Sep-2024,2024-11-21,500000,Work partially Completed,WS/MP720/2024-2025/140303,500000.0
2491,Normal/Others,WS/MP18165/2024-2025/140304-Construction of rooms and halls in school and colleges,Rajasthan,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),MANJU SHARMA,JAIPUR,sanaganer ward 68 ka govt sr. sec. school manyawas ma room,11-Sep-2024,2024-11-20,758307,Physical Inspection,WS/MP18165/2024-2025/140304,758307.0
2492,Normal/Others,WS/MP18391/2024-2025/140306-Renovation of ponds and lakes,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of community fishery pond,11-Sep-2024,2024-10-16,1000000,Physical Inspection,WS/MP18391/2024-2025/140306,1000000.0
2493,Normal/Others,"WS/MP18391/2024-2025/140309-Construction of roads, link roads, pathways or any other road with or without drainage system",Nagaland,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),S SUPONGMEREN JAMIR,NAGALAND,soiling metalling of approach road,11-Sep-2024,2024-11-08,4500000,Physical Inspection,WS/MP18391/2024-2025/140309,4500000.0
2494,Normal/Others,WS/MP18391/2024-2025/140310-Providing drains and gutters for public drainage,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-19,150000,Physical Inspection,WS/MP18391/2024-2025/140310,150000.0
2495,Normal/Others,WS/MP18391/2024-2025/140314-Tree plantation for community,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),S SUPONGMEREN JAMIR,NAGALAND,Conservation of Ecology & Environment,11-Sep-2024,2024-11-25,1500000,Physical Inspection,WS/MP18391/2024-2025/140314,1500000.0
2496,Normal/Others,WS/MP18391/2024-2025/140318-Creation of new ponds,Nagaland,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of fishery pond,11-Sep-2024,2024-11-08,1000000,Physical Inspection,WS/MP18391/2024-2025/140318,1000000.0
2497,Normal/Others,WS/MP18391/2024-2025/140321-Providing drains and gutters for public drainage,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-25,300000,Physical Inspection,WS/MP18391/2024-2025/140321,300000.0
2498,Normal/Others,WS/MP18391/2024-2025/140322-Providing drains and gutters for public drainage,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),S SUPONGMEREN JAMIR,NAGALAND,Construction of drainage,11-Sep-2024,2024-11-29,300000,Physical Inspection,WS/MP18391/2024-2025/140322,300000.0
2499,Normal/Others,WS/MP18391/2024-2025/140323-Creation of new ponds,Nagaland,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of fishery pond,11-Sep-2024,2024-11-08,1700000,Physical Inspection,WS/MP18391/2024-2025/140323,1700000.0
2500,Normal/Others,WS/MP18391/2024-2025/140324-Construction of shelters for animals,Nagaland,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),S SUPONGMEREN JAMIR,NAGALAND,Rearing of life stock,11-Sep-2024,2024-11-11,2200000,Physical Inspection,WS/MP18391/2024-2025/140324,2200000.0
2501,Normal/Others,WS/MP18391/2024-2025/140325-Creation of new ponds,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of fishery pond,11-Sep-2024,2024-10-16,500000,Physical Inspection,WS/MP18391/2024-2025/140325,500000.0
2502,Normal/Others,"WS/MP18391/2024-2025/140327-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),S SUPONGMEREN JAMIR,NAGALAND,Health Camp,11-Sep-2024,2024-11-27,350000,Physical Inspection,WS/MP18391/2024-2025/140327,350000.0
2503,Normal/Others,"WS/MP18391/2024-2025/140328-Construction of roads, link roads, pathways or any other road with or without drainage system",Nagaland,MON(Deputy Commissioner Mon_IDA),S SUPONGMEREN JAMIR,NAGALAND,Construction of road toward Tengjangpang fishery pond,11-Sep-2024,2024-11-27,1087620,Physical Inspection,WS/MP18391/2024-2025/140328,1087620.0
2504,Normal/Others,WS/MP747/2025-2026/140329-Construction of community centers and community halls,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Manickam Tagore B,VIRUDHUNAGAR,Construction of Community Centre in Meenampatti village at Anuppankulam panchayat,13-Sep-2024,2025-06-30,2499149,Physical Inspection,WS/MP747/2025-2026/140329,2499149.0
2505,Normal/Others,WS/MP740/2026-2027/140334-Construction of community centers and community halls,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Anganvadi Building at Thiruvalluvar Thindal (Ward No 19) Kottuveerampalayam at Sathyamanagalam Panchayat,11-Sep-2024,2026-05-25,1400000,Physical Inspection,WS/MP740/2026-2027/140334,1400000.0
2506,Normal/Others,WS/MP740/2025-2026/140335-Construction of bus-sheds or bus-stops,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Passenger Shelter at Alagiri Colony Bus Stop H/O Ariyappam Palayam Town Panchayat,11-Sep-2024,2025-05-16,500000,Physical Inspection,WS/MP740/2025-2026/140335,500000.0
2507,Normal/Others,WS/MP740/2025-2026/140336-Construction of community centers and community halls,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Milk Producers co-operative society building at Jothipuram H/O Marudhur Panchayat,11-Sep-2024,2025-06-30,1300000,Work Completed,WS/MP740/2025-2026/140336,1300000.0
2508,Normal/Others,WS/MP740/2026-2027/140337-Construction of community centers and community halls,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of PD Shop Building at Lingapuram Ward No 2 at Sirumugai Town Panchayat,11-Sep-2024,2026-07-15,1695000,Sanction,WS/MP740/2026-2027/140337,1695000.0
2509,Normal/Others,WS/MP740/2025-2026/140338-Construction of bus-sheds or bus-stops,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Passenger Shelter at Alapalayam Village H/O Kanuvakarai Panchayat,11-Sep-2024,2026-01-27,499977,Physical Inspection,WS/MP740/2025-2026/140338,499977.0
2510,Normal/Others,WS/MP740/2026-2027/140339-Construction of water tanks,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of 30000 Litres capacity OHT 12M Stage at Alagepalayam AD Colony at Kuppanur Panchayat,11-Sep-2024,2026-07-15,1399943,Physical Inspection,WS/MP740/2026-2027/140339,1399943.0
2511,Normal/Others,WS/MP740/2026-2027/140341-Construction of community centers and community halls,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Anganvadi Building at Weekly Market area Ward No 15 at Punjai Puliampatti Town,11-Sep-2024,2026-05-15,1400000,Physical Inspection,WS/MP740/2026-2027/140341,1400000.0
2512,Normal/Others,WS/MP740/2025-2026/140342-Construction of community centers and community halls,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of PD Shop Building in Kempanaickenpalayam Town Panchayat(Ward No. 3),11-Sep-2024,2025-06-03,1300000,Physical Inspection,WS/MP740/2025-2026/140342,1300000.0
2513,Normal/Others,WS/MP740/2025-2026/140343-Construction of water tanks,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Andimuthu Raja,NILGIRIS(SC),"Construction of 30,000 Litres capacity OHT at AD Colony H/O Dhandukaranpalayam Panchayat",11-Sep-2024,2025-10-07,899731,Physical Inspection,WS/MP740/2025-2026/140343,899731.0
2514,Normal/Others,WS/MP740/2025-2026/140344-Construction of buildings for crèches and anganwadies,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of Anganvadi Building at Tirumurugan poondi Town (Ward No 23),11-Sep-2024,2025-11-27,1200000,Physical Inspection,WS/MP740/2025-2026/140344,1200000.0
2515,Normal/Others,WS/MP18076/2025-2026/140369-Construction of community centers and community halls,Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),DR C N MANJUNATH,BANGALORE RURAL,"Construction of community centre at Bheemasandradoddi Village, Yalachawadi Grama Panchayath, Harohalli Taluk.",11-Sep-2024,2025-05-15,400000,Work partially Completed,WS/MP18076/2025-2026/140369,400000.0
2516,Normal/Others,WS/MP18313/2024-2025/140373-Construction of common work sheds/ common covered sitting area,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),GSSS Kasariya mein Tin Shed nirman kary,11-Sep-2024,2024-12-13,999998,Physical Inspection,WS/MP18313/2024-2025/140373,999998.0
2517,Normal/Others,"WS/MP18211/2024-2025/140375-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,Gram - karanpururf pacafera vikas khand - Deoria me sampat ke makaan se Bhunel ke makaan ki or CC Road lagbhag - 115 mtr,11-Sep-2024,2024-10-30,989076,Physical Inspection,WS/MP18211/2024-2025/140375,989076.0
2518,Normal/Others,"WS/MP18313/2024-2025/140376-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),manat bodi se hira marta ke ghar hota hua soma ke ghar se jivram/punamchand ke ghar tak CC sadak kary,11-Sep-2024,2024-12-12,1500000,Work partially Completed,WS/MP18313/2024-2025/140376,1500000.0
2519,Normal/Others,"WS/MP18211/2024-2025/140377-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Bhaisadabar, vikas khand - Pathardewa me Ramlaxman ke makaan se Shiv mandir ki or CC Road lagbhag 120 mtr",11-Sep-2024,2024-10-30,999106,Physical Inspection,WS/MP18211/2024-2025/140377,999106.0
2520,Normal/Others,"WS/MP18211/2024-2025/140378-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Turak Patti, vikas khand - pathardewa me Ramagya Yadav ke makaan se Banwari Sharma ke ghar se hote hue Basdila ki or CC Road lagbhag 110 mtr",11-Sep-2024,2024-10-30,978692,Physical Inspection,WS/MP18211/2024-2025/140378,978692.0
2521,Normal/Others,"WS/MP18211/2024-2025/140379-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Tirmasahun, vikas khand - Pathardewa, me Hanuman Chowk se Yogendra Prasad ke ghar ki or CC Road lagbhag 115 mtr",11-Sep-2024,2024-10-30,989312,Physical Inspection,WS/MP18211/2024-2025/140379,989312.0
2522,Normal/Others,"WS/MP18211/2024-2025/140380-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Pandey Chak, vikas khand - patherdewa me Praduman Pandey ke ghar se Avinash Chaubey ke ghar ki or CC Road lagbhag 135 mtr",11-Sep-2024,2024-10-30,944354,Physical Inspection,WS/MP18211/2024-2025/140380,944354.0
2523,Normal/Others,"WS/MP18211/2024-2025/140381-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Baikunthpur, vikas khand - Rampur Karkhana me Ajeet ke ghar se Ramesh Yadav ke ghar ki or CC Road lagbhag 120 mtr",11-Sep-2024,2024-10-30,854674,Physical Inspection,WS/MP18211/2024-2025/140381,854674.0
2524,Normal/Others,"WS/MP18211/2024-2025/140382-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,"Gram - Kamdhenwa, vikas khand - Rampur Karkhana me Gopal ji ke khet se Paramhansh ji ke chez tak CC Road lagbhag 110 mtr",11-Sep-2024,2024-10-30,968898,Physical Inspection,WS/MP18211/2024-2025/140382,968898.0
2525,Normal/Others,"WS/MP18313/2024-2025/140383-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),baleri ghati main road se shankar lal ke ghar tak CC sadak nirman kary,11-Sep-2024,2024-12-13,936889,Physical Inspection,WS/MP18313/2024-2025/140383,936889.0
2526,Normal/Others,WS/MP18313/2024-2025/140384-Construction of public libraries and reading rooms,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),gram panchayat chitri mein library aur anya vikas kary,11-Sep-2024,2024-12-13,1500000,Work partially Completed,WS/MP18313/2024-2025/140384,1500000.0
2527,Normal/Others,WS/MP18176/2024-2025/140385-Lighting of public spaces,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,Lighting of public spaces in Sirumalai @palaiyur high mast light,12-Sep-2024,2025-03-12,500000,Work Completed,WS/MP18176/2024-2025/140385,500000.0
2528,Normal/Others,WS/MP18313/2024-2025/140386-Construction of rooms and halls in school and colleges,Rajasthan,BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA),RAJ KUMAR ROAT,BANSWARA(ST),GSSS bansli khera mein 2 kaksha kaksh nirman kary,11-Sep-2024,2024-10-26,1500000,Work partially Completed,WS/MP18313/2024-2025/140386,1500000.0
2529,Normal/Others,"WS/MP18043/2024-2025/140389-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,ROHTAS(District Planning Officer Rohtas_IDA),MANOJ KUMAR,SASARAM(SC),Panchayat Sado Khar me ravidas Mandir Chowck ka PCC nirman karyn Length 225 feet and width 20 feet,12-Sep-2024,2025-01-03,574296,Physical Inspection,WS/MP18043/2024-2025/140389,574296.0
2530,Normal/Others,"WS/MP18043/2024-2025/140399-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,ROHTAS(District Planning Officer Rohtas_IDA),MANOJ KUMAR,SASARAM(SC),Shri Bijali Bind ke ghar se mukhy nahar tak pcc nirman kary length 700 fee and width 10 feet,12-Sep-2024,2025-01-08,1492159,Physical Inspection,WS/MP18043/2024-2025/140399,1492159.0
2531,Normal/Others,"WS/MP18043/2024-2025/140403-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),MANOJ KUMAR,SASARAM(SC),Shri Nathni Bind ke ghar se Shri Ramsurat Bind ke ghar tak pcc nirman kary length 500 feet,12-Sep-2024,2025-01-17,791886,Physical Inspection,WS/MP18043/2024-2025/140403,791886.0
2532,Normal/Others,WS/MP18043/2024-2025/140407-Construction of footpaths and pedestrian ways,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),MANOJ KUMAR,SASARAM(SC),Samudayik Bhawan ke school hote hue main road tak pcc nirman kary length 600 feet,12-Sep-2024,2024-12-09,883044,Physical Inspection,WS/MP18043/2024-2025/140407,883044.0
2533,Normal/Others,"WS/MP18199/2024-2025/140408-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,AMBEDKAR NAGAR,GAUHANIYA- AKBARPUR MARG SE MARTHUA SARAIYA ME SHRI RAM MURAT TIWARI KE GHAR TAK MITTI AND KHADANJA KARYA DURI 371M,12-Sep-2024,2024-12-27,730117,Physical Inspection,WS/MP18199/2024-2025/140408,730117.0
