sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
5453,Normal/Others,WS/MP444/2024-2025/146259-Purchase of mobile water tankers,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 179 Dt 07.10.24 Nagar Parishad Betulbazar me,08-Oct-2024,2024-12-24,190546,Physical Inspection,WS/MP444/2024-2025/146259,190546.0
5454,Normal/Others,WS/MP444/2024-2025/146260-Purchase of mobile water tankers,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 179 Dt 07.10.24 Nagar Parishad Betulbazar me,08-Oct-2024,2024-12-24,190546,Physical Inspection,WS/MP444/2024-2025/146260,190546.0
5455,Normal/Others,WS/MP444/2024-2025/146261-Purchase of mobile water tankers,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 179 Dt 07.10.24 Nagar Parishad Chicholi me,08-Oct-2024,2024-12-24,190546,Physical Inspection,WS/MP444/2024-2025/146261,190546.0
5456,Normal/Others,WS/MP761/2024-2025/146265-Construction of boundary walls of existing public and community buildings,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of compound wall ZPHS Gundampally,08-Oct-2024,2024-10-25,400000,Work Completed,WS/MP761/2024-2025/146265,400000.0
5457,Normal/Others,WS/MP761/2024-2025/146272-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Boundary Wall to existing community hall near Abhayanjaneya Swamy Temple,08-Oct-2024,2024-10-09,400000,Physical Inspection,WS/MP761/2024-2025/146272,400000.0
5458,Normal/Others,WS/MP761/2024-2025/146279-Providing drains and gutters for public drainage,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Laying of CC Drains in Agriculture Market,08-Oct-2024,2024-10-15,498000,Work Completed,WS/MP761/2024-2025/146279,498000.0
5459,Normal/Others,"WS/MP643/2024-2025/146290-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,CC ROAD KHANDWA WARD NO 12,08-Oct-2024,2025-02-19,300000,Vendor Identification,WS/MP643/2024-2025/146290,300000.0
5460,Normal/Others,WS/MP643/2024-2025/146293-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,CHABUTRA SHED NIRMAN WARD NUMBER 46,08-Oct-2024,2025-02-19,250000,Vendor Identification,WS/MP643/2024-2025/146293,250000.0
5461,Normal/Others,WS/MP761/2024-2025/146295-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Mudiraj Jangiti wada,08-Oct-2024,2024-10-15,300000,Work Completed,WS/MP761/2024-2025/146295,300000.0
5462,Normal/Others,WS/MP643/2024-2025/146296-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,WARD NUM 35 TIN SHED NEAR MAHALAKSHMI MANDIR,08-Oct-2024,2025-02-19,500000,Work partially Completed,WS/MP643/2024-2025/146296,500000.0
5463,Normal/Others,WS/MP761/2024-2025/146297-Setting up of electric vehicle charging stations,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Yadava wada in Sattakkapally Village,08-Oct-2024,2024-10-15,300000,Work Completed,WS/MP761/2024-2025/146297,300000.0
5464,Normal/Others,"WS/MP435/2024-2025/146299-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC road from Arun Jha's house via Gauri Prasad's house at ward-49, Saket Nagar, Hinoo, Ranchi.",09-Oct-2024,2024-12-31,283200,Physical Inspection,WS/MP435/2024-2025/146299,283200.0
5465,Normal/Others,"WS/MP435/2024-2025/146300-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC road from Lochan Nayak's house via sudhir Kumar's house at ward-49, Saket Nagar, Hinoo, Ranchi.",09-Oct-2024,2024-12-31,295300,Physical Inspection,WS/MP435/2024-2025/146300,295300.0
5466,Normal/Others,"WS/MP435/2024-2025/146301-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC road from Parmwshwar Ji's house via Puran Ji's house at Shivpuri, Road No-7, Hotwasi Panchayat under Nagri Block.",09-Oct-2024,2024-12-31,472000,Physical Inspection,WS/MP435/2024-2025/146301,472000.0
5467,Normal/Others,"WS/MP435/2024-2025/146302-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of PCC road from Dinesh Pramanik's house via Ajit Singh's house at Shivpuri, Road No-4, Hotwasi Panchayat under Nagri Block.",09-Oct-2024,2024-12-31,340700,Physical Inspection,WS/MP435/2024-2025/146302,340700.0
5468,Normal/Others,WS/MP435/2024-2025/146303-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Community Hall at Bazar Tand, Vikash, Neuri Panchayat under Kanke block.",09-Oct-2024,2024-12-31,1461500,Vendor Identification,WS/MP435/2024-2025/146303,1461500.0
5469,Normal/Others,WS/MP643/2025-2026/146319-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,tin shed nirman near rajput dharmshala,08-Oct-2024,2025-04-22,700000,Physical Inspection,WS/MP643/2025-2026/146319,700000.0
5470,Normal/Others,WS/MP643/2025-2026/146322-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,chabutra shed near dattatray mandir,08-Oct-2024,2025-04-24,500000,Sanction,WS/MP643/2025-2026/146322,500000.0
5471,Normal/Others,WS/MP664/2025-2026/146325-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,ahok mahadeo palwankar dighenagar socity community hall,08-Oct-2024,2025-09-17,1193715,Physical Inspection,WS/MP664/2025-2026/146325,1193715.0
5472,Normal/Others,WS/MP664/2025-2026/146326-Construction of public toilets and bathrooms,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,aarunoday colony public toilet sewri,08-Oct-2024,2025-09-17,994762,Physical Inspection,WS/MP664/2025-2026/146326,994762.0
5473,Normal/Others,WS/MP664/2025-2026/146327-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,navkranti seva sangh t.j road sewri community hall,08-Oct-2024,2025-09-17,1094240,Physical Inspection,WS/MP664/2025-2026/146327,1094240.0
5474,Normal/Others,WS/MP664/2025-2026/146328-Providing supply pipelines for drinking water,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,hasma jetha chwal zakeria bunder sewri water pipeline,08-Oct-2024,2025-09-17,1196940,Physical Inspection,WS/MP664/2025-2026/146328,1196940.0
5475,Normal/Others,WS/MP664/2025-2026/146329-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,shivshankar seva mandal wadia road bhoiwada sewri community hall,08-Oct-2024,2025-09-17,1246813,Physical Inspection,WS/MP664/2025-2026/146329,1246813.0
5476,Normal/Others,WS/MP664/2025-2026/146330-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,vikrant sadan gas pipeline lane sewri community hall,08-Oct-2024,2025-09-17,1496175,Physical Inspection,WS/MP664/2025-2026/146330,1496175.0
5477,Normal/Others,WS/MP664/2025-2026/146335-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,jay bajrang krida mandal n.m joshi marg sewri community hall,08-Oct-2024,2025-09-17,1494831,Physical Inspection,WS/MP664/2025-2026/146335,1494831.0
5478,Normal/Others,WS/MP643/2024-2025/146339-Installing tube-wells and borewells,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,nalkup khanan at various wards khandwa,08-Oct-2024,2025-02-19,150000,Vendor Identification,WS/MP643/2024-2025/146339,150000.0
5479,Normal/Others,WS/MP643/2024-2025/146340-Installing tube-wells and borewells,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,nalkup khanan at various wards khandwa,08-Oct-2024,2025-02-19,300000,Vendor Identification,WS/MP643/2024-2025/146340,300000.0
5480,Normal/Others,WS/MP643/2024-2025/146341-Installing tube-wells and borewells,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,nalkup khanan at various wards khandwa,08-Oct-2024,2025-02-19,150000,Vendor Identification,WS/MP643/2024-2025/146341,150000.0
5481,Normal/Others,WS/MP643/2024-2025/146344-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,tin shed near police station,08-Oct-2024,2025-01-21,250000,Vendor Identification,WS/MP643/2024-2025/146344,250000.0
5482,Normal/Others,WS/MP643/2024-2025/146356-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gyaneshwar Patil,KHANDWA,ward no 7chabutra shed,08-Oct-2024,2025-01-22,200000,Vendor Identification,WS/MP643/2024-2025/146356,200000.0
5483,Normal/Others,WS/MP643/2024-2025/146357-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,sarvajanik shed nirman ekhand,08-Oct-2024,2025-02-19,250000,Work Completed,WS/MP643/2024-2025/146357,250000.0
5484,Normal/Others,WS/MP643/2026-2027/146359-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,chabutra shed nirman at gram barud ward num 10,09-Oct-2024,2026-04-17,300000,Vendor Identification,WS/MP643/2026-2027/146359,300000.0
5485,Normal/Others,WS/MP664/2025-2026/146362-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,vishwakamal navratri utsav mandal senapati bapat marg worli community hall,08-Oct-2024,2025-09-17,1093255,Physical Inspection,WS/MP664/2025-2026/146362,1093255.0
5486,Normal/Others,WS/MP664/2025-2026/146363-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,navhans krida mandal gm bhosle marg worli community hall,08-Oct-2024,2025-09-17,1590188,Physical Inspection,WS/MP664/2025-2026/146363,1590188.0
5487,Normal/Others,"WS/MP664/2025-2026/146364-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,bhiwandiwala building construction of road worli,08-Oct-2024,2025-09-17,994762,Physical Inspection,WS/MP664/2025-2026/146364,994762.0
5488,Normal/Others,WS/MP664/2025-2026/146365-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,engel seva mandal worli naka worli community hall,08-Oct-2024,2025-09-17,2089002,Physical Inspection,WS/MP664/2025-2026/146365,2089002.0
5489,Normal/Others,WS/MP664/2025-2026/146367-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,janta rahiwasi seva sangh worlikoliwada worli community hall,08-Oct-2024,2025-09-17,2094646,Physical Inspection,WS/MP664/2025-2026/146367,2094646.0
5490,Normal/Others,WS/MP664/2025-2026/146368-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,uday krida mandal janta colony worlikoliwada worli community hall,08-Oct-2024,2025-09-17,1795410,Physical Inspection,WS/MP664/2025-2026/146368,1795410.0
5491,Normal/Others,"WS/MP710/2024-2025/146369-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,"“Raising and Improvements to the Chalakkara Punnol road, Chalakkara, Mahe, Puducherry”",08-Oct-2024,2024-11-11,3000000,Physical Inspection,WS/MP710/2024-2025/146369,3000000.0
5492,Normal/Others,WS/MP710/2025-2026/146370-Purchase of hospital equipment,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,"Purchase of 28 Nos of Aire Puro to be installed in procedure rooms and OPDs in for Mahatma Gandhi Post Graduate Institute of Dental Sciences, Puducherry",08-Oct-2024,2025-07-18,1614000,Work Completed,WS/MP710/2025-2026/146370,1614000.0
5493,Normal/Others,"WS/MP457/2024-2025/146371-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),Construction of Patient Waiting Shed to New Maternity Block in Government Viluppuram Medical College and Hospital at Mundiyambakkam in Viluppuram District.,08-Oct-2024,2024-10-21,3393546,Physical Inspection,WS/MP457/2024-2025/146371,3393546.0
5494,Normal/Others,WS/MP457/2024-2025/146372-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),Waiting Shed at Adi Dravidar Burial ground in Nadukuppam of Marakkanam Taluk,08-Oct-2024,2024-11-20,599451,Physical Inspection,WS/MP457/2024-2025/146372,599451.0
5495,Normal/Others,WS/MP457/2024-2025/146373-Construction of community centers and community halls,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),"Fair Price Shop (Ration Shop) at Nadukuppam Village of Marakanam Taluk, Viluppuram District",08-Oct-2024,2024-11-20,1299466,Physical Inspection,WS/MP457/2024-2025/146373,1299466.0
5496,Normal/Others,WS/MP18313/2024-2025/146374-Construction of public toilets and bathrooms,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),Om Shanti Rajivika Mahila Kalaster Karyalay ke Pass Shochalay,08-Oct-2024,2024-12-17,300000,Work partially Completed,WS/MP18313/2024-2025/146374,300000.0
5497,Normal/Others,WS/MP360/2024-2025/146377-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146377,100000.0
5498,Normal/Others,WS/MP360/2024-2025/146378-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146378,100000.0
5499,Normal/Others,WS/MP360/2024-2025/146379-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146379,100000.0
5500,Normal/Others,WS/MP360/2024-2025/146380-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146380,100000.0
5501,Normal/Others,WS/MP360/2024-2025/146381-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146381,100000.0
5502,Normal/Others,WS/MP360/2024-2025/146382-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146382,100000.0
5503,Normal/Others,WS/MP360/2024-2025/146383-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146383,100000.0
5504,Normal/Others,WS/MP360/2024-2025/146384-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146384,100000.0
5505,Normal/Others,WS/MP360/2024-2025/146385-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146385,100000.0
5506,Normal/Others,WS/MP360/2024-2025/146386-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146386,100000.0
5507,Normal/Others,WS/MP360/2024-2025/146389-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146389,100000.0
5508,Normal/Others,WS/MP360/2024-2025/146390-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146390,100000.0
5509,Normal/Others,WS/MP360/2024-2025/146391-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146391,100000.0
5510,Normal/Others,WS/MP360/2024-2025/146392-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146392,100000.0
5511,Normal/Others,WS/MP360/2024-2025/146393-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146393,100000.0
5512,Normal/Others,WS/MP360/2024-2025/146394-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146394,100000.0
5513,Normal/Others,WS/MP360/2024-2025/146395-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146395,100000.0
5514,Normal/Others,WS/MP360/2024-2025/146396-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146396,100000.0
5515,Normal/Others,WS/MP360/2024-2025/146397-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146397,100000.0
5516,Normal/Others,WS/MP360/2024-2025/146398-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146398,100000.0
5517,Normal/Others,WS/MP360/2024-2025/146399-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146399,100000.0
5518,Normal/Others,WS/MP360/2024-2025/146400-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146400,100000.0
5519,Normal/Others,WS/MP360/2024-2025/146401-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-20,100000,Work Completed,WS/MP360/2024-2025/146401,100000.0
5520,Normal/Others,WS/MP360/2024-2025/146404-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,09-Oct-2024,2025-01-17,100000,Work Completed,WS/MP360/2024-2025/146404,100000.0
5521,Normal/Others,WS/MP643/2026-2027/146407-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gyaneshwar Patil,KHANDWA,ward number 11 tin shed nirman near karweshwar go seva,09-Oct-2024,2026-05-20,500000,Sanction,WS/MP643/2026-2027/146407,500000.0
5522,Normal/Others,WS/MP643/2024-2025/146413-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,shed nirman near rehtfal,09-Oct-2024,2024-12-30,250000,Work partially Completed,WS/MP643/2024-2025/146413,250000.0
5523,Normal/Others,WS/MP643/2025-2026/146414-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,chabutra nirman at ward  num 17 near pani tanki,09-Oct-2024,2025-08-05,300000,Vendor Identification,WS/MP643/2025-2026/146414,300000.0
5524,Normal/Others,WS/MP643/2024-2025/146415-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,shed nirman at gram devlamafi at ward num 10,09-Oct-2024,2024-12-17,300000,Physical Inspection,WS/MP643/2024-2025/146415,300000.0
5525,Normal/Others,WS/MP643/2024-2025/146416-Improvement of electricity distribution infrastructure,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gyaneshwar Patil,KHANDWA,gram pangri 25kv transformer,09-Oct-2024,2025-03-27,200000,Vendor Identification,WS/MP643/2024-2025/146416,200000.0
5526,Normal/Others,WS/MP552/2024-2025/146418-Fitting of Sitting RCC Benches in Public Places,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Radha Mohan Singh,PURVI CHAMPARAN,Pahadpur Block Ke Sarwajanik Sthanon Par RCC Bench Ka Adhishthapan Ewam Nirman Karya.,09-Oct-2024,2025-01-23,1484378,Physical Inspection,WS/MP552/2024-2025/146418,1484378.0
5527,Normal/Others,WS/MP552/2024-2025/146419-Fitting of Sitting RCC Benches in Public Places,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Radha Mohan Singh,PURVI CHAMPARAN,Tetariya Block Ke Sarwajanik Sthanon Par RCC Bench Ka Adhishthapan Ewam Nirman Karya.,09-Oct-2024,2025-01-23,1482448,Physical Inspection,WS/MP552/2024-2025/146419,1482448.0
5528,Normal/Others,WS/MP391/2025-2026/146422-Construction of buildings for sports facilities,Tamil Nadu,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Thiru Dayanidhi Maran,CHENNAI CENTRAL,"CONSTRUCTION OF BOXING ACADEMY BUILDING IN GOPALAPURAM WARD 111, PART 25, ZONE 9 OF CHENNAI CENTRAL CONSITUENCY",09-Oct-2024,2025-12-06,10000000,Work Completed,WS/MP391/2025-2026/146422,10000000.0
5529,Normal/Others,"WS/MP761/2024-2025/146423-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of CC road near Peddamma temple,09-Oct-2024,2024-10-15,450000,Physical Inspection,WS/MP761/2024-2025/146423,450000.0
5530,Normal/Others,WS/MP761/2024-2025/146424-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of community hall in Munnurukapu wada,09-Oct-2024,2024-10-15,300000,Physical Inspection,WS/MP761/2024-2025/146424,300000.0
5531,Normal/Others,WS/MP761/2024-2025/146425-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Mudiraj wada,09-Oct-2024,2024-10-15,300000,Work Completed,WS/MP761/2024-2025/146425,300000.0
