sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
80337,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246373,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-21,Electromech Enterpries,Payment Success,281044,281044.0
80338,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246374,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-21,Electromech Enterpries,Payment Success,281044,281044.0
80339,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246375,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80340,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246376,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80341,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246377,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80342,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246381,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80343,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246382,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80344,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246383,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80345,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246384,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80346,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246385,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80347,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246386,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80348,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246387,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80349,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246388,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80350,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246391,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80351,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246392,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80352,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246393,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80353,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246394,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80354,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246395,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80355,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246396,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80356,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246397,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80357,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246398,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80358,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246399,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,562088,562088.0
80359,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246400,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80360,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246401,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80361,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246402,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80362,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/248117,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-23,Electromech Enterpries,Payment Success,281044,281044.0
80363,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/248118,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-23,Electromech Enterpries,Payment Success,281044,281044.0
80364,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/248119,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-23,Electromech Enterpries,Payment Success,281044,281044.0
80365,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/250350,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
80366,Uttar Pradesh,Lighting of public spaces,WS/MP814/2025-2026/246447,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),Bhola Singh,BULANDSHAHR(SC),2026-02-03,Electromech Enterpries,Payment Success,281044,281044.0
