work_id,total_disbursed,payment_count,vendor_count,max_single_payment,min_single_payment,avg_payment,vendor_payment_ratio,largest_payment_ratio,vendor_count_zscore,vendor_count_outlier,max_single_payment_zscore,max_single_payment_outlier,total_disbursed_zscore,total_disbursed_outlier,log_total_disbursed,log_max_payment,log_avg_payment
WS/MP654/2026-2027/231166,500000.0,1,1,500000.0,500000.0,500000.0,1.0,1.0,-0.15186309381776222,0,0.12022730328821984,0,0.011509192214423525,0,13.122365377402328,13.122365377402328,13.122365377402328
WS/MP654/2026-2027/273966,1250000.0,1,1,1250000.0,1250000.0,1250000.0,1.0,1.0,-0.15186309381776222,0,1.3903849844530944,0,0.9280853929660476,0,14.038654909278163,14.038654909278163,14.038654909278163
WS/MP654/2026-2027/275489,750000.0,1,1,750000.0,750000.0,750000.0,1.0,1.0,-0.15186309381776222,0,0.5436131970098448,0,0.3170345924649649,0,13.527829818844937,13.527829818844937,13.527829818844937
WS/MP654/2026-2027/275492,750000.0,1,1,750000.0,750000.0,750000.0,1.0,1.0,-0.15186309381776222,0,0.5436131970098448,0,0.3170345924649649,0,13.527829818844937,13.527829818844937,13.527829818844937
WS/MP654/2026-2027/278883,700000.0,1,1,700000.0,700000.0,700000.0,1.0,1.0,-0.15186309381776222,0,0.4589360182655198,0,0.2559295124148566,0,13.45883704259595,13.45883704259595,13.45883704259595
WS/MP654/2026-2027/300734,400000.0,1,1,400000.0,400000.0,400000.0,1.0,1.0,-0.15186309381776222,0,-0.04912705420043013,0,-0.11070096788579302,0,12.899222326086994,12.899222326086994,12.899222326086994
WS/MP654/2026-2027/301028,350000.0,1,1,350000.0,350000.0,350000.0,1.0,1.0,-0.15186309381776222,0,-0.1338042329447551,0,-0.1718060479359013,0,12.765691290604371,12.765691290604371,12.765691290604371
WS/MP655/2025-2026/201414,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201415,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201416,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201417,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201418,99802.0,1,1,99802.0,99802.0,99802.0,1.0,1.0,-0.15186309381776222,0,-0.5575254482942076,0,-0.4775734243034411,0,11.510953521968,11.510953521968,11.510953521968
WS/MP655/2025-2026/201419,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201420,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201421,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201422,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201423,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201424,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
WS/MP655/2025-2026/201425,199604.0,2,1,99802.0,99802.0,99802.0,0.5,0.5,-0.15186309381776222,0,-0.5575254482942076,0,-0.35560524032022295,0,12.204095692645952,11.510953521968,11.510953521968
