sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed,work_id,amount
6543,Normal/Others,WS/MP18238/2025-2026/152813-Construction of rooms and halls in school and colleges,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"Construction of a room in (Manager/Principal)Mahatma Buddh Prathmik Vidyalaya, Musaila Khurd, Salempur",RAMASHANKAR RAJBHAR,SALEMPUR,,2025-10-15,1000000,WS/MP18238/2025-2026/152813,1000000.0
6544,Normal/Others,"WS/MP18069/2024-2025/165764-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),Construction of flood control embakement near land of yashpal singh mohinder singh and balban singh ward no7 vill Malot. (Protection wall),RAJEEV BHARDWAJ,KANGRA,Images,2025-11-27,300000,WS/MP18069/2024-2025/165764,300000.0
6545,Normal/Others,"WS/MP18076/2025-2026/164694-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),"Construction of roads and drainage system at Nallahalli Village, Nallahalli Grama Panchayath, Kanakapura Taluk, Ramanagara District, Karnataka State.",DR C N MANJUNATH,BANGALORE RURAL,Images,2026-02-21,500000,WS/MP18076/2025-2026/164694,500000.0
6546,Normal/Others,WS/MP18251/2024-2025/155498-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR BARULI KAPAS PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155498,34265.0
6547,Normal/Others,"WS/MP18076/2025-2026/164738-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),"Construction of road from Javanammanadoddi to Ballanahalli, Chakanahalli Grama Panchayath, Kanakapura Taluk, Ramanagara District, Karnataka State.",DR C N MANJUNATH,BANGALORE RURAL,Images,2025-12-16,500000,WS/MP18076/2025-2026/164738,500000.0
6548,Normal/Others,WS/MP18251/2024-2025/155495-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR BARULI KURER MATH,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155495,34265.0
6549,Normal/Others,"WS/MP18069/2024-2025/165737-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),CONSTRUCTION of inter lock zeep road from PWD road to the house of jagdeep singh village Samal ward no1.,RAJEEV BHARDWAJ,KANGRA,Images,2025-11-27,200000,WS/MP18069/2024-2025/165737,200000.0
6550,Normal/Others,WS/MP18251/2024-2025/155494-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR GANGADHARPUR SAMIRAN HALDER HOUSE JELLY FACTORY,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155494,34265.0
6551,Normal/Others,WS/MP18251/2024-2025/155492-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR GANGADHARPUR-ANDHARIA FP SCHOOL,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155492,34265.0
6552,Normal/Others,WS/MP18251/2024-2025/155491-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR LANGALBERIA SARDAR PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155491,34265.0
6553,Normal/Others,"WS/MP18069/2024-2025/165765-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),CONSTRUCTION of inter lock zeep road from main road to the house o kamal singh  ward no1 vill samal,RAJEEV BHARDWAJ,KANGRA,Images,2025-11-27,200000,WS/MP18069/2024-2025/165765,200000.0
6554,Normal/Others,WS/MP18032/2024-2025/174622-Installing tube-wells and borewells,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),Install Tube-well at Chitrakut Temple Khorhara,SUDHAKAR SINGH,BUXAR,Images,2025-05-05,232173,WS/MP18032/2024-2025/174622,232173.0
6555,Normal/Others,WS/MP18041/2024-2025/143089-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light D.I.G. Chauk me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,,2025-05-05,850000,WS/MP18041/2024-2025/143089,850000.0
6556,Normal/Others,WS/MP18019/2025-2026/154336-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),Construction of community fishery near the house of Tandarlly waichei at Khillimulong,AMARSING TISSO,Diphu (ST),Images,2026-02-24,119938,WS/MP18019/2025-2026/154336,119938.0
6557,Normal/Others,WS/MP18041/2024-2025/143088-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light purnia college chock me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,,2025-05-05,850000,WS/MP18041/2024-2025/143088,850000.0
6558,Normal/Others,WS/MP18041/2024-2025/143090-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light rajendra bal udhan me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,,2025-05-05,850000,WS/MP18041/2024-2025/143090,850000.0
6559,Normal/Others,WS/MP18041/2024-2025/143124-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light ward no 17 ke sima par aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,,2025-05-05,850000,WS/MP18041/2024-2025/143124,850000.0
6560,Normal/Others,WS/MP18251/2024-2025/155489-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR LANGALBERIA DAS PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-25,34265,WS/MP18251/2024-2025/155489,34265.0
6561,Normal/Others,WS/MP18338/2025-2026/176695-Street lights,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),Providing of 30W LED Street Lights in Yellareddygudem Village,CHAMALA KIRAN KUMAR REDDY,BHONGIR,Images,2025-05-05,394900,WS/MP18338/2025-2026/176695,394900.0
6562,Normal/Others,WS/MP18338/2025-2026/176696-Street lights,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),Providing of 30W LED Street Lights in Auravani Village,CHAMALA KIRAN KUMAR REDDY,BHONGIR,Images,2025-05-05,224788,WS/MP18338/2025-2026/176696,224788.0
6563,Normal/Others,WS/MP499/2024-2025/144951-Installing community drinking water plants,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Installation of Submarsible pump with pipe line, Vill- Mashra, Dag- 2130, JL- 41, Near Dulal Mondal house, G.P - Masra, RPH - I",Smt Satabdi Roy (Banerjee),BIRBHUM,,2025-05-23,498940,WS/MP499/2024-2025/144951,498940.0
6564,Normal/Others,WS/MP18076/2025-2026/145655-Construction of bus-sheds or bus-stops,Karnataka,Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),"Construction of bus-sheds or bus-stops at Kurubarahalli (Pete), Bilagumba Grama Panchayath, Kasaba Hobli, Ramanagara Taluk and District, Karnataka",DR C N MANJUNATH,BANGALORE RURAL,Images,2025-09-04,500000,WS/MP18076/2025-2026/145655,500000.0
6565,Normal/Others,"WS/MP18049/2025-2026/181650-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),C C ROAD NIRMAN ANICUT SE PANCHAYAT BHAWAN TAK 400M.,TOKHAN SAHU,BILASPUR,Images,2025-08-21,1000000,WS/MP18049/2025-2026/181650,1000000.0
6566,Normal/Others,WS/MP787/2024-2025/157705-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat rahnas me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524343,WS/MP787/2024-2025/157705,524343.0
6567,Normal/Others,WS/MP787/2024-2025/157706-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat Kharauti me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524033,WS/MP787/2024-2025/157706,524033.0
6568,Normal/Others,WS/MP787/2024-2025/157724-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat sundhaila me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524240,WS/MP787/2024-2025/157724,524240.0
6569,Normal/Others,WS/MP787/2024-2025/157703-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat gangaganj me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524240,WS/MP787/2024-2025/157703,524240.0
6570,Normal/Others,WS/MP787/2024-2025/157707-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat Bipausi me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524137,WS/MP787/2024-2025/157707,524137.0
6571,Normal/Others,WS/MP787/2024-2025/157708-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat bagaha me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524084,WS/MP787/2024-2025/157708,524084.0
6572,Normal/Others,WS/MP787/2024-2025/157720-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat Domanpur me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524291,WS/MP787/2024-2025/157720,524291.0
6573,Normal/Others,WS/MP787/2024-2025/157721-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat Maholi me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524240,WS/MP787/2024-2025/157721,524240.0
6574,Normal/Others,WS/MP787/2024-2025/157700-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat Salempur me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,Images,2025-12-23,524137,WS/MP787/2024-2025/157700,524137.0
6575,Normal/Others,WS/MP18100/2025-2026/180502-Purchase of mobile water tankers,Madhya Pradesh,CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),Purchase Water Tanker GP Dunda Seoni,BUNTY VIVEK SAHU,CHHINDWARA,,2026-01-30,125000,WS/MP18100/2025-2026/180502,125000.0
6576,Normal/Others,WS/MP787/2024-2025/157701-Lighting of public spaces,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Vidhansabha maharajpur ke antargat vikas khand- sarsaul ke gram panchayat suvanshikhera me Highmast light ka Adhisthapan karya.,Devendra Alias Bhole Singh,AKBARPUR,,2025-12-23,524291,WS/MP787/2024-2025/157701,524291.0
6577,Normal/Others,WS/MP18100/2025-2026/184550-Construction of buildings for community cultural activities,Madhya Pradesh,CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),Construction Of Chabutra At Ward Naumber 17 Sarna In Front Tarun Vishwakarma House,BUNTY VIVEK SAHU,CHHINDWARA,,2026-01-30,50000,WS/MP18100/2025-2026/184550,50000.0
6578,Normal/Others,WS/MP18100/2025-2026/180158-Construction of buildings for community cultural activities,Madhya Pradesh,CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),Construction Of Rungmanch At Shivpuri Road Near wood Depo Sarna,BUNTY VIVEK SAHU,CHHINDWARA,,2026-01-30,50000,WS/MP18100/2025-2026/180158,50000.0
6579,Repair and Renovation,WS/MP18083/2024-2025/158587-Development of playfields and sports grounds,Karnataka,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),Purchase of Kabaddi Mats for Sulya Taluk Stadium to encourage Kabaddi Sportsmen of Dakshina Kannada District,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,,2025-05-06,430000,WS/MP18083/2024-2025/158587,430000.0
6580,Repair and Renovation,WS/MP18083/2024-2025/158588-Development of playfields and sports grounds,Karnataka,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),Purchase of Kabaddi Mats for Moodbidre Swaraj Maidan Stadium to encourage Kabaddi Sportsmen of Dakshina Kannada District,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,,2025-05-06,430000,WS/MP18083/2024-2025/158588,430000.0
6581,Normal/Others,"WS/MP508/2025-2026/165176-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),Providing CC pavement in ADC cross street at Puthur chekkadi,CN Annadurai,TIRUVANNAMALAI,Images,2026-03-30,199266,WS/MP508/2025-2026/165176,199266.0
6582,Normal/Others,"WS/MP18064/2024-2025/167854-Construction of roads, link roads, pathways or any other road with or without drainage system",Haryana,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),Construction of street from house of  Dr Sanjiv  to Meeta devi in Pankaj Colony,NAVEEN JINDAL,KURUKSHETRA,Images,2025-07-21,234404,WS/MP18064/2024-2025/167854,234404.0
6583,Normal/Others,"WS/MP18014/2024-2025/167382-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Laying of CC Road and Construction of CC Culvert From LIG-1-499 to LIG 1-401 at Kallurupalli Housing Board in Division No.24 of Nellore Municipal Corporation,PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),,2025-05-06,1986240,WS/MP18014/2024-2025/167382,1986240.0
6584,Normal/Others,WS/MP370/2024-2025/145449-Construction of community centers and community halls,Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Completion of CC building at Gultha,Shri Jual Oram,SUNDARGARH (ST),Images,2025-05-06,700000,WS/MP370/2024-2025/145449,700000.0
6585,Normal/Others,"WS/MP867/2024-2025/166723-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),DEVELOPMENT OF PASSAGE BY CEMENT CONCRETE AT 12 CHAMRU SINGH LANE TO 15 BY 2 CHAMRU SINGH LANE IN FRONT OF 47 CANAL EAST ROAD IN WARD No 29 UNDER BR III OF KMC,Sudip Bandyopadhyay,KOLKATA UTTAR,Images,2026-03-24,499004,WS/MP867/2024-2025/166723,499004.0
6586,Normal/Others,WS/MP329/2025-2026/187080-Improvement of electricity distribution infrastructure,Haryana,MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA),Shifting of 11KV Bara Baag AP feeder H pole with 100KVA SOP to 14 No. wale Moh. Dayal Nagar Near Kaddiyo wala Mandir,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,,2025-09-29,80000,WS/MP329/2025-2026/187080,80000.0
6587,Normal/Others,WS/MP499/2025-2026/175640-Construction of community centers and community halls,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Construction of community hall, Vill- Kaitha, G.P - Barhra, Khayrasole, Birbhum Executive Agency - Prodhan Barhra G.P",Smt Satabdi Roy (Banerjee),BIRBHUM,Images,2026-07-26,248066,WS/MP499/2025-2026/175640,248066.0
6588,Normal/Others,WS/MP825/2024-2025/167591-Street lights,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Providing of Semi High mast light in front of Kolorah Bazaar of A.C-174 under MPLAD,Prasun Banerjee,HOWRAH,Images,2025-05-06,149830,WS/MP825/2024-2025/167591,149830.0
6589,Normal/Others,"WS/MP18391/2025-2026/193452-Purchase of ambulances (Four, three and two wheelers)",Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Purchase of Community Ambulance,S SUPONGMEREN JAMIR,NAGALAND,Images,2025-07-11,8500000,WS/MP18391/2025-2026/193452,8500000.0
6590,Normal/Others,"WS/	 MP005/2024-2025/175232-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Construction Of Paver Block Work at Bharatpura Area Bhanubhai Ranchhodbhai Faliya,Devusinh Jesingbhai Chauhan,KHEDA,,2025-05-06,50000,,50000.0
6591,Normal/Others,"WS/MP18253/2024-2025/140131-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),CONSTRUCTION OF CC ROAD  FROM CHANDER MULA  TO SAHANUJ PAIK HOUSE,BAPI HALDAR,MATHURAPUR(SC),Images,2025-05-06,484483,WS/MP18253/2024-2025/140131,484483.0
6592,Normal/Others,WS/MP600/2024-2025/148149-Construction of boundary walls of existing public and community buildings,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),"Construction of protection wall from the land of Bharat Bushan at Darni Gali, Ward no. 1, Pyt. Satoora, Hiranagar, Kathua.",Jitendra Singh,UDHAMPUR,Images,2025-05-06,157000,WS/MP600/2024-2025/148149,157000.0
6593,Normal/Others,"WS/MP18253/2024-2025/140130-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),CONSTRUCTION OF CC ROAD WITH PAILING FROM SAIDULLA FAKIR HOUSE TO BABUJAN FAKIR HOUSE VIA JOHORA BIBI HOUSE,BAPI HALDAR,MATHURAPUR(SC),Images,2025-05-06,492251,WS/MP18253/2024-2025/140130,492251.0
6594,Normal/Others,"WS/MP18253/2024-2025/140133-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),CONSTRUCTION OF CC ROAD WITH PAILING FROM DAKSHIN HARINDANGA BLACK TOP ROAD  TO MANNAN MOLLA  HOUSE VIA KHALID REJOYAN HOUSE,BAPI HALDAR,MATHURAPUR(SC),Images,2025-05-06,497613,WS/MP18253/2024-2025/140133,497613.0
6595,Normal/Others,"WS/MP829/2024-2025/157028-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Construction of CC Road from Bagua Kalitala to Sarpai Primary School,Smt Sajda Ahmed,ULUBERIA,Images,2025-05-08,499684,WS/MP829/2024-2025/157028,499684.0
6596,Normal/Others,WS/MP18251/2024-2025/155488-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR RADHABALLAVPUR KADAMTALA SANI MONDIR,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155488,34259.0
6597,Normal/Others,WS/MP18328/2024-2025/148186-Construction of culverts and bridges,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),"Construction of Bridge on Ghanghal Khadd, GP Ghanghal. Work Executed By- GP Ghangal, Development Block Dhanotu",Kangana Ranaut,MANDI,Images,2026-08-29,500000,WS/MP18328/2024-2025/148186,500000.0
6598,Normal/Others,"WS/MP423/2024-2025/138455-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of C.C road with Protection Wall from H/O Younus Khan to H/O Hafizul Molla. (24.10 mtr),Shri Abhishek Banerjee,DIAMOND HARBOUR,Images,2025-05-06,148064,WS/MP423/2024-2025/138455,148064.0
6599,Normal/Others,WS/MP18251/2024-2025/155487-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR RADHABALLAVPUR FP SCHOOL,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155487,34259.0
6600,Normal/Others,"WS/MP600/2024-2025/148166-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),"Construction of lane and drain from the house of Ram Dass to Kull Devi, Village Chakra, Pyt. Chak Bhagwan, Marheen, Kathua.",Jitendra Singh,UDHAMPUR,Images,2025-05-06,197500,WS/MP600/2024-2025/148166,197500.0
6601,Normal/Others,WS/MP761/2025-2026/171647-Construction of additional rooms and halls in the existing public and community building,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),"Construction of additional room on 1st floor of existing community hall near kisan munnurukapu sangham, Div No 5",Arvind Dharmapuri,NIZAMABAD,,2025-05-06,400000,WS/MP761/2025-2026/171647,400000.0
6602,Repair and Renovation,WS/MP18137/2025-2026/161316-Construction of community centers and community halls,Meghalaya,EAST JAINTIA HILLS(DEPUTY COMMISSIONER EAST JAINTIA HILLS KHLIEHRIAT_IDA),Financial assistance for Repair of Community Hall for Rymbai Synrang Shahkhain.,ANDREW J. SYNGKON,SHILLONG,Images,2025-10-23,400000,WS/MP18137/2025-2026/161316,400000.0
6603,Normal/Others,WS/MP18251/2024-2025/155486-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR ANDHARIA GHOSH PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155486,34259.0
6604,Normal/Others,WS/MP18251/2024-2025/155485-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR ANDHARIA GAYEN PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155485,34259.0
6605,Normal/Others,WS/MP18251/2024-2025/155484-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR TALPUKUR AUTO STAND,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155484,34259.0
6606,Normal/Others,"WS/MP18222/2024-2025/165193-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Ramashankar vishavkarma ke chak se arun kumar vishavkarma ke avas tak 70 mtr interlaking kary.,BABU SINGH KUSHWAHA,JAUNPUR,Images,2025-08-04,352950,WS/MP18222/2024-2025/165193,352950.0
6607,Normal/Others,WS/MP18251/2024-2025/155482-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF 1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR TALPUKUR MONDAL PARA,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34259,WS/MP18251/2024-2025/155482,34259.0
6608,Normal/Others,WS/MP18251/2024-2025/155481-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),INSTALLATION OF  1 NO. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) NEAR TALPUKUR KAYAL PARA CULVERT,SAYANI GHOSH,JADAVPUR,Images,2025-08-26,34265,WS/MP18251/2024-2025/155481,34265.0
